country,founded,id,industry,linkedin_url,locality,name,region,size,website
united states,,7dLw2KpWHiT8BikjOfhuSQ1ArQv2,construction,linkedin.com/company/guidepost-counseling,rockwall,guidepost counseling,texas,1-10,guidepostcounselling.com
canada,,AL7mYr7TGyMJCCBQ7QGQyQF8lOng,,linkedin.com/company/maple-leaf-law,edmonton,maple leaf law,alberta,1-10,mapleleaflaw.ca
france,2010,v1VwSKK3pT7CDuclz8cRtA31y6jP,law practice,linkedin.com/company/stkavocats,aix-en-provence,stk,provence-alpes-côte d'azur,1-10,stk-avocats.fr
germany,2018,HZpSA1VeolF50w1f3QBUcwRxrejY,law practice,linkedin.com/company/volckrick-associates,sebnitz,k&l gates volckrick,saxony,1-10,volckrick.com
belgium,,UlC6IaInuZ5vtEgftP4xOwkDPGM6,accounting,linkedin.com/company/euraccount-legal-tax-sprl,watermael-boitsfort,euraccount legal & tax sprl,brussels,1-10,
france,,AHiCQAWTJEv2xSzpmYtpbw6HC8Yn,legal services,linkedin.com/company/scp-boulloche-avocat-conseil-etat,paris,scp boulloche avocat conseil etat,île-de-france,1-10,
australia,2014,f2PtdhhmB4fyL6T6fPgEEQXEFqdV,legal services,linkedin.com/company/sir-anthony-mason-chambers,sydney,sir anthony mason chambers,new south wales,11-50,siranthonymason.com.au
spain,,UkFUacMBfL0Eub6mTV2xZg3XlqVG,legal services,linkedin.com/company/gestion-legal-y-economica-de-proyectos-slp,,gestion legal y economica de proyectos slp,,1-10,
united states,,BOyQnyYpEhFZUBFS3biTCAPEqqPm,,linkedin.com/company/the-herrington-law-firm,houston,the herrington law firm,texas,1-10,
,,fAoeVG92nijuxOheqnHCXASfmAVl,legal services,linkedin.com/company/mvn-law-office,,mvn law office,,1-10,moncoinvert.fr
sweden,1985,Cf5kNWUWzmLFoM1JVAcUUQJkBHOL,legal services,linkedin.com/company/sveriges-franchisetagare,,sveriges franchisetagare,stockholm,11-50,sverigesfranchisetagare.se
united states,2001,l8ICxfOdZZd8P5iyGwCvdQNSlF0N,legal services,linkedin.com/company/federal-employment-law-training-group,washington,federal employment law training group,district of columbia,1-10,feltg.com
united kingdom,,BZS1K4QvhxlPv9p7hCfL1gzTLVkx,legal services,linkedin.com/company/universal-immigration-services-ltd,redbridge,universal immigration services ltd,england,11-50,
united states,,Z3ZKvmPakkzjlv5UTwXSpQhJ7YPf,,linkedin.com/company/the-law-offices-of-thomas-a.-wilson,fairfax,the law offices of thomas a. wilson,virginia,1-10,
united states,2019,occsJlyvQupvXNuU6DS16QUPi2xh,mental health care,linkedin.com/company/pharion-counseling,columbus,pharion counseling llc,ohio,1-10,pharioncounseling.com
united states,,PuCsQIA0ikR0bqbLJPef0glVKrbw,legal services,linkedin.com/company/larson-latham-huettl-llp,,larson latham huettl llp,,11-50,bismarcklaw.com
united states,2013,Lb93kzIkF4Z76LKjrftvOgNwvvPF,facilities services,linkedin.com/company/mitsu's-lawnmower-shop-inc,westminster,"mitsu's lawnmower shop, inc",california,1-10,
belgium,,wOf87UQhEiY9INjCi79q2gvfuldT,professional training & coaching,linkedin.com/company/youri-gesquiere-think-decide-act,langemark-poelkapelle,youri gesquiere - think. decide. act.,flanders,1-10,
india,,fj81DBSrByRh15z6QnJtqQ3DY62r,legal services,linkedin.com/company/arora-&-arora-associates---india,,arora & arora associates - india,delhi,1-10,aroraandaroraassociates.com
united kingdom,,H7ScaWVpHTs8bkXM5kx6lQeEVqgt,legal services,linkedin.com/company/contract-writing-services,london,contract writing services (cws),england,11-50,contractwritingservices.com
united states,,ERpInFlY51TwdWhCxii1LwS15ygT,,linkedin.com/company/allied-law-counsel,chicago,allied law counsel,illinois,1-10,alliedlawcounsel.com
united kingdom,,WWE06Wgp57Fa7nTrFws9wwayvI8w,legal services,linkedin.com/company/mckb-solutions-limited,,mckb solutions limited,,1-10,
united states,1998,QBHVl1LCm9nOk3wykm3pCA1iXXd6,law practice,linkedin.com/company/schechter-benefits-law-group-llp,san diego,butterfield schechter llp,california,11-50,bsllp.com
united states,2007,nhhzGY1X1pi4MRlAmh4SxgNHmh3x,legal services,linkedin.com/company/william-dentino-inc,roseville,william dentino inc,california,1-10,
united kingdom,,ZvvDfQhFkFgSexVUqCvSDAm0Y2oE,primary/secondary education,linkedin.com/company/lawefield,wakefield,lawefield,england,1-10,lawefield.wakefield.sch.uk
united states,,B7BKEUwtjtJc3J3d9sF5aAUXh2f0,law practice,linkedin.com/company/law-offices-of-david-inpyo-lee-&-associates-a-professional-law-corporation,los angeles,law offices of david inpyo lee & associates a professional law corporation,california,1-10,leelawyers.net
turkey,2018,HX5EEuTlwEZ8KSScCSgX2QxfrXEk,food & beverages,linkedin.com/company/baklawati-com,,baklawati.com,gaziantep,1-10,baklawati.com
australia,,1AxS9Ic7iZCI2jPrP54ylQ47ffac,legal services,linkedin.com/company/craig-ray-&-associates-solicitors,the gap,"craig ray & associates, solicitors",queensland,1-10,
brazil,,ZobU6p9hv8KVk6XpxlMVhQg6XVoy,legal services,linkedin.com/company/advocacia-gianoti,,advocacia gianoti,alagoas,1-10,advocaciagianoti.com.br
netherlands,,cZ5iiyAivC68VX2CTiMufwK6pQB2,law practice,linkedin.com/company/bodewes-pensioenrechtadvocatuur-bv,vries,bodewes pensioenrechtadvocatuur bv,drenthe,1-10,
united kingdom,,CCBxWJsOlkbB5OrqVqV5AwCGtXCb,legal services,linkedin.com/company/mcgregor-wilshere-limited,thornborough,mcgregor wilshere limited,england,1-10,
,2013,XjBCStZHzrRUb7rMh48VhQ2lRKI3,legal services,linkedin.com/company/dlawclub,,نادي الحقوق جامعة دار العلوم,,11-50,twitter.com/dlawclub
united states,2018,62A7AkOyoS7m4QnC5Gtp9wokTYw0,,linkedin.com/company/mallie-easterlin-counseling-llc,nashville,"mallie easterlin counseling, llc",tennessee,1-10,
india,,KLHwVX44eONXx1bX1NTIngpOfbWX,research,linkedin.com/company/nludjls,,nlud journal of legal studies,delhi,11-50,nludslj.webs.com
united kingdom,,li3rwUdUBh7edmCLPf5Ccghm0AWF,law practice,linkedin.com/company/blain-boland-&-co,ellesmere port,blain boland and thomas,england,11-50,
united states,,as4I3XRIEDtv6S0hh7hOCgYMPAgi,,linkedin.com/company/law-office-of-clovis-c.-gregor-llc,pawtucket,"law office of clovis c. gregor, llc",rhode island,1-10,clovisglaw.com
australia,2020,omAyHCEPrO2Re4BXqB6qqgMZC4EC,legal services,linkedin.com/company/australian-conveyancing-solutions,yarrabilba,australian conveyancing solutions,queensland,1-10,
india,,Eq1XRsNrcbbnJZEMAoJ8jw5iKmq2,recreational facilities and services,linkedin.com/company/gaur-lawn,bāwan,gaur lawn,uttar pradesh,1-10,gaur-lawn.business.site
brazil,2016,kCezvgT89vCNpmKUnd7LwgXjk9mE,legal services,linkedin.com/company/thamaratorreadv,belo horizonte,thamara torre advocacia e consultoria,minas gerais,1-10,
united kingdom,,BnLz2j13P8aEXUU9xLG8IQ8KvM5N,legal services,linkedin.com/company/e-&-o-central-limited,leeds,e & o central limited,england,1-10,
united states,2022,5xOv60d18dO43hvLO8Fq4AkUCL0T,law practice,linkedin.com/company/jh-law,austin,jh law,texas,1-10,howethlawfirm.com
united arab emirates,,cr1KwVDSHwlm1E89KS8ClwhgEBEs,law practice,linkedin.com/company/sw-advocates,port saeed,saeed abdalla alsuwaidi advocates and legal consultants.,,11-50,
czechia,2010,1mhbdWBLyG7z7hjY4fbnSgtlsnde,legal services,linkedin.com/company/pr-vn-pohotovost,,právní pohotovost,,11-50,pravnik-nonstop.cz
united states,2009,azovFsmYnZVdDgYfWGmopwPOFrEV,legal services,linkedin.com/company/cyoptions-llc-dba-cyopsis-it-security-forensics-&-investigations,englewood,"cyopsis digital forensics, ediscovery & investigations",colorado,11-50,cyopsis.com
australia,2019,mtokYW7rdEgsipCQ414vaw8d898x,legal services,linkedin.com/company/you-say-i-do,,you say i do,,1-10,instagram.com/yousayido.wedding
vietnam,2016,yafaN1CdkCC1hqq5ZUMkrAeH2ecb,legal services,linkedin.com/company/glawvietnam,ho chi minh city,glaw vietnam,hồ chí minh,11-50,glawvn.com
spain,1999,gCxzKUQ8pg3YH9T3lmogBgImtI3d,architecture & planning,linkedin.com/company/pesquera-ulargui-arquitectos,madrid,pesquera ulargui arquitectos,community of madrid,1-10,uparquitectos.com
brazil,,LQ2iT8RsGWmVrrS7NJAATgO0dY5w,law practice,linkedin.com/company/barrufi-e-graciano-advogados,tramandaí,barrufi e graciano advogados,rio grande do sul,1-10,barrufiegraciano.com.br
united states,,xTWRzFJRZIrm2UBY9G7pNQ9bOnWe,government administration,linkedin.com/company/dc-appleseed-center-for-law-and-justice-inc,washington,dc appleseed center for law and justice,district of columbia,1-10,dcappleseed.com
south africa,2020,3Vxg6lcv7NPdP8XpZjAbCQNGprMN,legal services,linkedin.com/company/lionrock-labour,sandton,lionrock labour attorneys & consultants,,1-10,lionrocklabour.com
bulgaria,,ZgPzxX4IBCjWZy7W3XQ7VgV0NNJt,legal services,linkedin.com/company/csif-properties,,csif properties,,1-10,
united states,,ZM0hLDYN0tSuutQW6Ysd1wq006j4,medical practice,linkedin.com/company/counsel-nj-llc,ridgefield,counsel nj llc,new jersey,1-10,
brazil,,kPZLSUvquh4BH46p0MwfYwYBpVt4,legal services,linkedin.com/company/ana-celia-advogada,brasília,ana celia advogada,federal district,1-10,anaceliadvogada.com.br
spain,2018,KHlUdOFmOVEc8yMDXKqIKwtTU7Zb,law practice,linkedin.com/company/roca-domenech,,roca domenech,,1-10,rocadomenech.com
united states,,JszFHp7drggLYwghk92FNwMJJcC3,,linkedin.com/company/marco-bass-law-firm-pllc,san antonio,"marco bass law firm, pllc",texas,1-10,marcobass.com
netherlands,,w13l1AFihTidso7tjZv8sgwRMGq0,legal services,linkedin.com/company/koppelaar-notarissen,sliedrecht,koppelaar notarissen,south holland,1-10,
brazil,,7SM5bdA5L76M8KRIUhrFKQNTkFEW,legal services,linkedin.com/company/mendes-e-ladeira-advogados,,mendes e ladeira advogados,rio de janeiro,1-10,mendeseladeiraadvogados.ueniweb.com
portugal,,aiOKiZ2hQVmRZJYbKkhSGwwcIVit,legal services,linkedin.com/company/balcâo-único-do-solicitador,odivelas,balcâo único do solicitador,lisboa,1-10,
united states,1999,3dH3EEm8DOB2d6bi8ysgXgno2D2a,law practice,linkedin.com/company/seeger-weiss-llp,ridgefield park,seeger weiss llp,new jersey,51-200,seegerweiss.com
united states,,zMYyXmCMVkMdloBfSjBULwGF3wDQ,,linkedin.com/company/lynda-m.-edson-employment-and-counseling-services-llc,atchison,"lynda m. edson employment and counseling services, llc",kansas,11-50,
united states,,HM7h3cjNKcVcNr7xAepEFQbJe22c,,linkedin.com/company/wellness-alliance-counseling-and-psychotherapy,,wellness alliance counseling and psychotherapy,missouri,1-10,wellnessalliancestl.com
united kingdom,,CQJhc8tYUtJHsHju3vXrBAEZiM25,management consulting,linkedin.com/company/business-law-firm-ltd,,business law firm ltd,,1-10,
united states,,EBdKB8B77UYOFgNF26a89Q5yGEb3,legal services,linkedin.com/company/janelle-woods-legal-documents,debary,janelle woods legal documents,florida,1-10,jwlegaldocs.com
turkey,2000,ijcwdUvNOl2uMmvcZy6VMwknXpM0,legal services,linkedin.com/company/adrespatent,,adrespatent,istanbul,51-200,adrespatent.com.tr
united states,1974,cNSFPnyOB1i5uYBGcyOS0Ac3wvz9,legal services,linkedin.com/company/crossmore-and-tiffany-law-office,ithaca,"crossmore & tiffany law office, pllc",new york,1-10,crossmore.com
united states,2010,POcnAX5C3oBPlHbKzpLoCQznm5rn,law practice,linkedin.com/company/attorneypenn,stamford,"law offices of douglas r. penn, llc",connecticut,1-10,attorneypenn.com
slovenia,2002,cxBwdwROzrAg2ZEaYnScrwQ4YnRZ,law practice,linkedin.com/company/odvetniška-pisarna-mele-d-o-o-,,odvetniška pisarna mele d.o.o.,ljubljana,1-10,odvetnik-mele.si
germany,,nmYpBWa5jOIn9oB6CeNhAwQCeAgc,law practice,linkedin.com/company/a-jochim-vela-verlag,,a.jochim vela verlag,,1-10,vela-verlag.de
united states,2012,Q8zDlZi6JXWOPaeYQnIZiw2rEm8R,law practice,linkedin.com/company/kmplaw-greece,,kmplaw,,1-10,kmplaw.gr
,,5D0xDeapJhepNNgmKECrxgqRl5kH,legal services,linkedin.com/company/oficina-garcia-cabrerizo-sl,,oficina garcia cabrerizo sl,,1-10,
united states,,ThCk3EGJd15n7TrMoLgfSw5MZtyn,,linkedin.com/company/calming-waters-counseling,novi,calming waters counseling,michigan,1-10,calmingwaterscounseling.com
united states,2003,JLdU3HCDyf1t9HOjcdYioAqQV4Vz,law practice,linkedin.com/company/schwartz-law-firm-p-c-,charlotte,"schwartz law firm, p.c.",north carolina,1-10,schwartz-iplaw.com
france,,60RYwgCSlInbQHJkWYHSUgBmbE5X,legal services,linkedin.com/company/legloahec---legigan,rouen,legloahec - legigan,normandie,1-10,
ireland,,cQ3HYbe4uBJDCOkJZul0CwJTYH83,hospital & health care,linkedin.com/company/insight-counselling-service,mullingar,insight counselling service,leinster,1-10,insightcounselling.ie
malaysia,2018,RUuxCehXYs0wbfxud8a7oAtbKs73,law practice,linkedin.com/company/international-trade-law-club-itlc-ftu2,seremban,international trade law club (itlc-ftu2),negeri sembilan,11-50,facebook.com/itlcftu2
india,1986,Iw2Rv8XkjBd3GiLh6nOyZAAV9hg3,legal services,linkedin.com/company/rishabh-academy-pvt-ltd,andheri railway station,rishabh academy pvt ltd,maharashtra,1-10,rishabhtraining.com
brazil,2017,yAxoiS3COBWJ5vCtL0kc9gcOuiCn,legal services,linkedin.com/company/paulomoraesjradv,são paulo,paulo moraes jr. advogado,são paulo,1-10,paulomoraesjr.com.br
nigeria,2014,AXyov92BfjT6VUcU89EJoQWl9RYt,law practice,linkedin.com/company/law-corridor-abuja,,law corridor abuja,federal capital territory,11-50,lawcorridor.com
united states,2003,CVNYCpWYoMQP8jQBdfAwIwwhTloK,legal services,linkedin.com/company/johnson-blumberg-&-associates-llc,chicago,"johnson, blumberg & associates, llc",illinois,51-200,johnsonblumberg.com
south africa,,AHps7YflO15huzgqZbmtYQ0Jv2r3,,linkedin.com/company/cs-counselling,pretoria,cs counselling,,1-10,
italy,2009,Ff39s0Y5G1K1Ll8YOzdGRQMLY5SE,legal services,linkedin.com/company/c&m-chieffo-marconcini,verona,c&m chieffo marconcini,veneto,1-10,chieffomarconcini.it
,,D5OQcspCalvLWjuOm4BSPwfSTWkk,law practice,linkedin.com/company/hal-castillo-attorney-at-law,,"hal castillo, attorney at law",,1-10,
mexico,,MkmBLX6iflpR4q3sHwSStQy02D4f,law practice,linkedin.com/company/dicea-legal,reforma,dicea legal,veracruz,1-10,dicealegal.com
united kingdom,,spdUTcUfkAmE7aqW3cQ0PQ8N0t71,legal services,linkedin.com/company/marram-law,,marram law,england,1-10,marram.law
brazil,,yVUn5jLJDXd9IB7PU4kz5QmgBxvX,legal services,linkedin.com/company/sabrina-m-cunha-advogados-associados,votorantim,sabrina m cunha  - advogados associados,são paulo,1-10,
jordan,,DjtBHmSBzUnAq25CV8EejgEMxa13,legal services,linkedin.com/company/one-world-intellectual-property,amman,one world intellectual property,al ‘āşimah,201-500,oneworldip.com
united states,2017,qe6b8ViJ20MLTR2StPzBfQgrwbKy,medical practice,linkedin.com/company/rainier-compassionate-counseling,maple valley,rainier compassionate counseling,washington,1-10,rainiercompassionatecounseling.com
united states,,4ydCYFAygC3sCYN6Sczm4w1aM4S4,law practice,linkedin.com/company/nikitas-law-firm,waukegan,nikitas law firm,illinois,1-10,nikitaslaw.com
ecuador,2021,1b6bb953tBX9NEycUU7Uqgzf8Duz,legal services,linkedin.com/company/sisgas-ecuador,samborondón,sisgas ecuador,guayas,1-10,sisgasecuador.com
brazil,2020,emcqw9khd7SM8EsRUIlZbQP1yyrc,legal services,linkedin.com/company/c4adv,belo horizonte,c4.adv assessoria jurídica,minas gerais,1-10,
india,,48lkeIMAUQ2TocPJntgKlgMFED6A,,linkedin.com/company/fams-law-associates-civil-&-criminal-lawyers,,fams law associates civil & criminal lawyers,telangana,1-10,famslawassociates.business.site
united states,2011,c6QZUoLfxvhokr4AWmj2SAaNwK3L,legal services,linkedin.com/company/liane-wong-consulting,minneapolis,liane wong consulting llc,minnesota,1-10,linkedin.com/in/lianemwong
são tomé and príncipe,2015,kV6pBogO4IVKjdcXBVB48wjg5mB6,legal services,linkedin.com/company/ais-ip-group,,ais ip group,,11-50,ip-security.pro
united kingdom,,KLKIri4Ytbz7aGgBCP5iWgUhEzvI,individual & family services,linkedin.com/company/trelawney-garage,port isaac,trelawney garage,england,1-10,trelawneygarage.co.uk
united states,,4WTHz4isJsXvkTtTiSyWCwR3MYcI,,linkedin.com/company/baltodano-law-firm,clermont,baltodano law firm,florida,1-10,baltodanolaw.com
united states,,nZZKaFMELQY4C4ibW7d8BwVArrqV,legal services,linkedin.com/company/pat-ashcraft-bail-bonds,tulsa,pat ashcraft bail bonds,oklahoma,1-10,ashcraftbailbondstulsa.com
,,UCbEGXhAwsCum3SzeyG4LAle7AeM,legal services,linkedin.com/company/xcelexadvocates,,xcelex  advocates & consultants,,11-50,xcelexadvocates.com
united states,1981,oCMrSE4KdbODiQ04A4TBWgrIbXkP,law practice,linkedin.com/company/simon-law-llc,henderson,"simon law, llc",nevada,1-10,marcsimonlaw.com
united states,,pzrdpl6W0Pn6zIHnZMEPtw1rCk9M,law practice,linkedin.com/company/harper-and-hodge,darlington,harper and hodge,pennsylvania,1-10,harperandhodge.com
united states,2001,SSWftMZ5V37CZTqK8UDV9QCNuSOl,law practice,linkedin.com/company/sullivan-brill,new york,sullivan brill,new york,1-10,sullivanbrillfirm.com
india,2001,PfHAKAoB87FrCC3KKqj7uwe727vf,legal services,linkedin.com/company/ramesh-tripathi-associates,vashi,ramesh tripathi & associates,maharashtra,51-200,advrameshtripathi.com
,,Ie05eXbEEKgCXcSY11pkYwHdinx4,,linkedin.com/company/mesquita-neto-advogados,,mesquita neto advogados,,1-10,
united states,,rkMrxAuwGcitBd5qwCX5lw8zMsig,law practice,linkedin.com/company/california-law-partners-apc.,san diego,california law partners apc.,california,1-10,
united states,,DYrXZsBnNrBgpKEC9S3RvwSoe4c4,medical practice,linkedin.com/company/bouharb-counseling-llc,mason,bouharb counseling llc,michigan,1-10,
united kingdom,,Wz3CuhtCiVyVSAMGvx1R7AAgeRYX,restaurants,linkedin.com/company/lawns-yate,yate,lawns yate,england,1-10,lawnsyate.co.uk
united states,2021,3o2RzQC4Ghoh91D11kEBXwLs6vun,legal services,linkedin.com/company/sullivan-law-firm-pllc,ocean springs,"sullivan law firm, pllc",mississippi,1-10,sullivanlawfirmpllc.com
italy,,2Sqp9hcv36vMOsSY5ToHRQypr6jF,,linkedin.com/company/studio-legale-paparoni,roma,studio legale paparoni,lazio,1-10,studiolegalepaparoni.it
,1978,8NzSQOWN9WB0URRNfHNGegfylLry,individual & family services,linkedin.com/company/abuse-counseling-and-treatment-inc,,"abuse counseling and treatment, inc",,51-200,actabuse.com
united states,,NodTOrEmifcyYkv7Yvz5owYBWNWR,information technology and services,linkedin.com/company/calaway-solutions,austin,calaway solutions,texas,1-10,calawaysolutions.com
united states,,LxApbJCpucK0QCD9mXiDgghg75mu,facilities services,linkedin.com/company/cajun-cutters-lawn-care,gulfport,cajun cutters lawn care,mississippi,11-50,
guatemala,,H0DPOIDFXrO0R9Nw234fWATOYwZL,legal services,linkedin.com/company/grupo-ebenezer,,grupo ebenezer,,1-10,grupoebenezer.com
united states,2022,PD6VQDrzU3ERMHdPpVEjgANHOmtv,professional training & coaching,linkedin.com/company/excelsiorsvcs,millburn,"excelsior career & counseling services, llc",new jersey,1-10,excelsiorccsvcs.com
united states,1981,F37GiDXLcWclEnmht1LP2g4CUky4,legal services,linkedin.com/company/foundation-of-ala,,foundation of ala,,11-50,
united kingdom,,TZSCid3B5dZ3LklLf4QvZQr0X9C0,law practice,linkedin.com/company/butlers-hotel-limited,cheltenham,butlers hotel limited,england,1-10,butlershotel.co.uk
united states,,5JTqfOI8QqgPXarDljyCzgjFQjlI,construction,linkedin.com/company/perez-lawn-care,belton,perez lawn care,texas,1-10,perezlawncareservice.com
united states,2010,BaLWlv98ss7TkpPs5cn8OAHjW0Wv,legal services,linkedin.com/company/price-management-group,seattle,price management group,washington,1-10,pmgideas.com
united states,,XZxjRbCVIWKrRaIrPR5Y8QAPh7vm,legal services,linkedin.com/company/britt-and-bell-law-pllc,memphis,"britt and bell law, pllc",tennessee,11-50,brittandbelllaw.com
germany,,qyLIOa1eXVBCTXJ217HmBA4ZQhEH,law practice,linkedin.com/company/gesthuysen-patentanwaelte,essen,gesthuysen patentanwälte,north rhine-westphalia,11-50,gesthuysen-patentanwaelte.de
spain,2020,aIx0LCwn5p7ZmixV4bvgnAkPiVjD,law practice,linkedin.com/company/egalan-abogados,madrid,egalan abogados,community of madrid,1-10,egalanabogados.es
france,,a9Cb25IvlO5mh0oGwRBqVAcyUsyg,legal services,linkedin.com/company/nassau-frederic,rozay-en-brie,nassau frederic,île-de-france,1-10,
